regulator,target,sign,K,half_response,hill_coefficient,source,mode,pmids
Sp1,Abcc1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,9865734
Sp1,Acaca,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,8576128
Sp3,Acaca,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,8576128
Srebf1,Acaca,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,23137031
Sp1,Acsbg1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,16125341
Sp3,Acsbg1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,16125341
Sp1,Acss1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,14960588
Sp1,Acta2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,12110667
Sp3,Acta2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,12110667
Smad3,Acta2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,17303001;21990365;15306544
Tcf3,Acta2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,12663487
Sp1,Adcyap1r1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,24045949
Nfkb1,Adipoq,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,19013780
Foxo1,Adipoq,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,17090532
Tcf3,Adipoq,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,18669923
Srebf1,Adipoq,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,18669923
Nfkb1,Adora1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,17350174;17869311
Gata4,Adora1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,10318839
Nfkb1,Adora2a,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,17869311
Trp53,Afp,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,15657445
Smad4,Afp,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,20348100
Trp53,Agt,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,23019230
Trp53,Agtr1a,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,23019230
Sp1,Ahr,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,20478378;9778040;8806768
Sp3,Ahr,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,9778040
Rela,Akt1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,14580677
Stat3,Akt1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,16007214
Foxo1,Akt1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,19944124
Esr2,Akt1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,19211725
Runx2,Alpl,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,23287548
Foxo1,Alpl,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11786925
Msx2,Alpl,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,15383550
Trp53,Amelx,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,9189625
Yy1,Amelx,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,16674681
Cebpa,Amelx,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,16595692
Jun,Angpt2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,17287278
Ets1,Angpt2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,17287278;18720385
Ppara,Angptl4,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,15190076
Pparg,Angptl4,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,15190076;19934321;14570927
Nfkb1,Ankrd2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,20442316
Srebf1,Ankrd2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,23824195
Myod1,Ankrd2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,23824195
Trp53,Apaf1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11389439;11591730;12883670;11896574;18951482
Sp1,App,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,14715929
Sp1,Arntl,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,24030830
Sp1,Ascl2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,23071113
Trp53,Atf3,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,18445702;21927023
Sox2,Atoh1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,22340499
Msx2,Atoh1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,24715462
Nfkb1,Atp12a,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,12372765
Rela,Atp12a,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,12372765
Ctnnb1,Axin2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11940574;19795391
Runx2,Axin2,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,23300083
Sp1,Bace1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,14701757
Hif1a,Bace1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,17303576
Trp53,Bak1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,22671997
Nfkb1,Banp,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,18981184
Trp53,Bax,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,10566557;12942774;17522316;20546728;21092747;22532570;23019230;15988033;17145718;18381427;21859835;24586632
Runx2,Bax,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,19894220
Foxo1,Bax,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,15817464
Trp53,Bbc3,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,20546728;21092747;25522273
Nfkb1,Bcl2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11567031;15934930;21813505
Rela,Bcl2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,21813505;23578476
Stat3,Bcl2,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,22260960;10748100
Nfe2l2,Bcl2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,22275372
E2f1,Bcl2,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,11704823
Nfkb1,Bcl2a1d,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11880364;12665576;19343319
Rela,Bcl2a1d,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11880364;19343319
Rel,Bcl2a1d,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11880364
Nfkb1,Bcl2l1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,10987817;10585435;18056349;24675460
Rela,Bcl2l1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,10585435
Stat3,Bcl2l1,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,20067773
Ctnnb1,Bcl2l1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,16339534
Ets2,Bcl2l1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,19179380;11278399
Sox9,Best1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,20530484
Mitf,Best1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,14982938
Sp1,Bfsp1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,9651486
Runx2,Bglap,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,10088730;10440929;12145306;20116374;20578243;21147283;12110689;12403780;16613847;17167770;17707335;18821584;19175684;19339281;19419310;22493443
Mef2c,Bglap,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,21652706
Nr0b2,Bglap,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,21147283
Msx2,Bglap,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,12145306
Sp1,Bglap2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,21820092
Ctnnb1,Bglap2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,15526274
Runx2,Bglap2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,15292260;17439944;18821584;19324883;20717926;21471200;24106268;12151083
Mef2c,Bglap2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,21652706
Msx2,Bglap2,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,15131132
Nfkb1,Bin1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,10036185
E2f1,Bin1,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,18348166
Nfkb1,Birc3,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11517251;11880364;19343319;18056349
Rela,Birc3,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11880364;19343319
Rel,Birc3,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11880364
Ctnnb1,Birc5,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,16339534;17005722
Sox2,Birc5,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,23301561
Crebbp,Birc5,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,15782138
E2f1,Bmi1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,16582100
Sox9,Bmi1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,22246670
Nfkb1,Bmp2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,16835229
Rela,Bmp2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,16835229
Esr1,Bmp2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,12511606
Esr2,Bmp2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,12511606
Smad1,Bmp2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11585340
Ctnnb1,Bmp4,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,15907834
Ets1,Bmp4,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,15695386
Pitx2,Bmp4,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,22701669
Sp1,Bsg,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11814679;22678117
Sp3,Bsg,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11814679
Hif1a,Bsg,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,22678117
Trp53,Btg2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,18445702
Sp1,Btk,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,8934542
Nfkb1,Btk,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,18292289
Sp1,Cadm1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,21672091
Notch1,Casp3,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,15068794
Esr2,Casp3,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,19211725
Trp53,Casp6,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,18064040
Trp53,Casp7,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,18064040
Foxo1,Casp8,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,15565601
Esr2,Casp8,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,19211725
Nfkb1,Ccl12,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,17452470;12218154;16730843
Rela,Ccl12,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,17452470;12218154;16730843
Jun,Ccl12,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,18443042
Sp1,Ccl2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,10636866;12682245;9042660
Nfkb1,Ccl2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,10636866;18291098;17409491;17954363;18795166;22189654;23583295;9042660;9439980
Rela,Ccl2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,12682245;16166627;22189654
Ets1,Ccl2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,21372295;16888027
Egr1,Ccl2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,12468449
Nfkb1,Ccl20,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11581170;19303953;22240809
Foxa2,Ccl20,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,20483781
Nfkb1,Ccl22,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,11352815
Nfkb1,Ccl5,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,16707500;10926836;12243350;18502824
Spi1,Ccl5,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,16707500
Rel,Ccl5,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,16707500
Irf1,Ccl5,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,16707500;25957166
Sp1,Ccna1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,23112860
Trp53,Ccnb1,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,10051609;11892838
Sp1,Ccnd1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,10611246;19850937
Nfkb1,Ccnd1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,10464245;10409765;11027278;16357145;23037503;23172667;23813870
Rela,Ccnd1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,10409765;10464245;15755876;23037503
Ctnnb1,Ccnd1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11943708;14712077;15327767;14500370;15967802
E2f1,Ccnd1,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,10611246;9584162
Sp1,Ccnd2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,9339900
Jun,Ccnd2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,16966326
Foxo1,Ccnd2,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,12391153
Myc,Ccnd2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,9339900;10508165
Gata4,Ccnd2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,22923619;15464586
Sp1,Ccnd3,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,10361118;8661116
Tcf3,Ccnd3,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,15367695
Myod1,Ccnd3,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,12105204
Ctnnb1,Ccne1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,15327767
Notch1,Ccne1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,18297084
Sp1,Cd1d2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,22419072
Nfe2l2,Cd36,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,18514070;18585365
Ppara,Cd36,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,19710929
Stat1,Cd36,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,17533179
Ets1,Cd4,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,8356078
Ets2,Cd4,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,8356078
Nfkb1,Cd40,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11544320;20006573
Rela,Cd40,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11544320
Mitf,Cd40,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,14962802
Nfkb1,Cd80,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11359799;11544320
Rela,Cd80,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11359799;11544320
Nfkb1,Cd86,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11544320
Rela,Cd86,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11544320
Nfkb1,Cdh1,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,20683022
Smad3,Cdh1,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,19597490
Tcf3,Cdh1,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,11309385;23555842
Smad4,Cdh1,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,19597490
Myc,Cdh1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,18519590
Sp1,Cdh5,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,21464949
Sp3,Cdh5,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,21464949
Trp53,Cdk2,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,12732645
Nfkb1,Cdk4,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,15699216
Trp53,Cdk5,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,24341977
Sp1,Cdkn1a,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,8995437;17090534;18381445;23066038;23329847
Sp3,Cdkn1a,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,8995437;23066038
E2f1,Cdkn1a,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,9191053
Foxo1,Cdkn1a,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,23918930;24769335
Tcf3,Cdkn1a,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,18211587
Rela,Cdkn1b,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,17546045
Foxo1,Cdkn1b,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,12904304
Sox2,Cdkn1b,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,22855803
Sp1,Cdkn1c,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,18513743
Egr1,Cdkn1c,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,18513743
Myod1,Cdkn1c,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,18513743;22740650
Rela,Cdkn2a,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,17546045
Jun,Cdkn2a,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,15688012
Ets1,Cdkn2a,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11234019;15520862
E2f1,Cdkn2a,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,16869767;11062467
Ppara,Cdkn2a,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,16239970
Smad3,Cdkn2b,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,15241418
Smad4,Cdkn2b,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,12429655
Myc,Cdkn2b,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,24586582
Sp1,Cdkn2c,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,22504641
E2f1,Cdkn2c,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,22504641
Yy1,Cdkn2c,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,22504641
Gata3,Cdkn2c,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,24167278
Rela,Cdx2,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,12360479
Ctnnb1,Cdx2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,18655789
Hnf4a,Cdx2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,18655789
Snai1,Cdx2,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,17599044
Pou5f1,Cdx2,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,23743205
Sp1,Cebpa,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,10373535
Sp3,Cebpa,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11050170
Ppara,Cebpa,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,14764586
Hnf4a,Cebpa,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,15155787
Cebpb,Cebpa,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,19663997;16431920
Nfkb1,Cebpb,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,9212164
Nfe2l2,Cebpb,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,22138520
Ppara,Cebpb,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,14764586
Hnf4a,Cebpb,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,15155787
Stat3,Cebpd,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,10867011;16293640
Ppara,Cebpd,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,14764586
Myc,Cebpd,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,20426839
Stat1,Cebpd,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,15930175
Sp1,Cend1,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,16181419
Sp1,Ces1d,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11337511
Nfkb1,Cfb,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,12193734
Stat1,Cfb,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11745388
Irf1,Cfb,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11745388
Nfkb1,Cflar,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,19343319
Rela,Cflar,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,19343319
Cebpa,Cflar,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,18987666
Trp53,Chek1,-,1.0,1.0,2.0,TRRUST_v2_mouse,Repression,11599922
Ppara,Cidea,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,17462989
Pparg,Cidea,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,17462989
Srebf1,Cidea,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,20542418;20575761;22278400
Stat1,Ciita,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11464288;9491997
Irf1,Ciita,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,11464288;14530341
Usf1,Ciita,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,9491997
Sp1,Cirbp,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,23046908
Trp53,Ckap2,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,16061649
Trp53,Ckm,+,1.0,1.0,2.0,TRRUST_v2_mouse,Activation,7488858;9690516
